Tipo de Caso,Cadena 1,Cadena 2,Distancia Levenshtein
Caracteres Aleatorios,thsye,hcfxmsqaez,8
Caracteres Aleatorios,vkutyt,iuclm,9
Caracteres Aleatorios,fgynbop,ctbakkzm,12
Caracteres Aleatorios,sgzzgjc,cxllnhzhje,13
Caracteres Aleatorios,kambo,tuegl,10
Caracteres Aleatorios,dwsyjvednh,lanvuwfvls,15
Caracteres Aleatorios,dkaebki,whcxbx,11
Caracteres Aleatorios,hrmeh,lnmilviccp,13
Caracteres Aleatorios,mvbff,oywhffoqwf,11
Caracteres Aleatorios,mfsspzic,sllbjsaqeo,13
Caracteres Aleatorios,cttnjxofz,gaiov,11
Caracteres Aleatorios,vhoizuokqz,fmtel,15
Caracteres Aleatorios,lmnssncw,dfgag,12
Caracteres Aleatorios,ceookzfz,qepkvdzsio,12
Caracteres Aleatorios,onqdhu,gjsxycazo,13
Caracteres Aleatorios,uevkuo,vldcdhoj,10
Caracteres Aleatorios,frstc,pxkli,10
Caracteres Aleatorios,qfkqotwhv,azvtwcfz,12
Caracteres Aleatorios,kwlfdily,rjqtdaa,11
Caracteres Aleatorios,wilttbzt,alxmnja,11
Caracteres Aleatorios,gatdxump,murfjg,12
Caracteres Aleatorios,ahhjo,teepyjz,10
Caracteres Aleatorios,magzoer,djreschkj,14
Caracteres Aleatorios,esdkl,ryitp,10
Caracteres Aleatorios,ftainfmjjl,tzebu,13
Caracteres Aleatorios,mfyzn,udtiqos,12
Caracteres Aleatorios,tlwnijl,ekvwiwl,8
Caracteres Aleatorios,ewhbxnp,kkcyiluf,15
Caracteres Aleatorios,qrtyhyq,lhxwuhqp,11
Caracteres Aleatorios,jjyapp,kzosx,11
Caracteres Aleatorios,ywbqxrwuhb,niekdbbp,14
Caracteres Aleatorios,faufylw,rlbhiqxoct,15
Caracteres Aleatorios,msnmkducn,rjoeled,14
Caracteres Aleatorios,lyacixz,nirremiqe,14
Caracteres Aleatorios,nzdhq,excapjczbu,12
Caracteres Aleatorios,mjgroljl,ingoqy,10
Caracteres Aleatorios,nzszpbih,qcdyvn,12
Caracteres Aleatorios,zospbjzl,dtandejnx,14
Caracteres Aleatorios,thnoo,wpqahw,8
Caracteres Aleatorios,falvlg,skhlmdik,12
Caracteres Aleatorios,yzrnbptf,sznhqlk,11
Caracteres Aleatorios,omwbwon,phxcgkbw,11
Caracteres Aleatorios,jlgnryfsow,bvisjzcoon,16
Caracteres Aleatorios,zrohpsgbcq,slowbiw,13
Caracteres Aleatorios,ybcubgvyv,gmzwruzr,15
Caracteres Aleatorios,prndtebzb,jjhsgyg,16
Caracteres Aleatorios,gseeh,vwftjova,12
Caracteres Aleatorios,qepbfajsb,rhejncykz,14
Caracteres Aleatorios,eqdkdhnjvt,mlgyswycd,17
Caracteres Aleatorios,didzh,jzpcxdktdp,11
Caracteres Aleatorios,vwxfl,vhjmchxl,7
Caracteres Aleatorios,ptqacwrt,zmzsprp,11
Caracteres Aleatorios,pycsixe,gndeekrnht,15
Caracteres Aleatorios,ezkezhltu,xeldd,10
Caracteres Aleatorios,ifmnw,rtjxhec,12
Caracteres Aleatorios,sqhacpzep,rjbeopeq,13
Caracteres Aleatorios,sesagt,eaihp,7
Caracteres Aleatorios,dsucutl,clbktxsw,11
Caracteres Aleatorios,giogwr,rdnolo,10
Caracteres Aleatorios,rmgkvl,adqacui,11
Caracteres Aleatorios,wniicwzho,rflkuagxg,17
Caracteres Aleatorios,zvfxhefro,bqsicdcp,17
Caracteres Aleatorios,ttvxx,mknfdrd,12
Caracteres Aleatorios,rfhshbfc,tnouftpa,13
Caracteres Aleatorios,nyabfkbtd,vcdqfpe,14
Caracteres Aleatorios,gsexb,fiukkknyi,14
Caracteres Aleatorios,pspqb,rdacqeq,9
Caracteres Aleatorios,dcxxalpkec,vxcnabzt,14
Caracteres Aleatorios,pxpokepuo,tuvyq,12
Caracteres Aleatorios,elrsjbl,totfj,10
Caracteres Aleatorios,hmsrmi,tjvyhqdhnn,14
Caracteres Aleatorios,ksxxjikuqb,qhxxnzmld,15
Caracteres Repetidos,iiiiiiii,iiiiiiii,0
Caracteres Repetidos,mmm,mmm,0
Caracteres Repetidos,hh,hh,0
Caracteres Repetidos,s,s,0
Caracteres Repetidos,nnnn,nnnn,0
Caracteres Repetidos,ooooo,ooooo,0
Caracteres Repetidos,x,x,0
Caracteres Repetidos,yyyyyy,yyyyyy,0
Caracteres Repetidos,aaaaaaaaaa,aaaaaaaaaa,0
Caracteres Repetidos,lllll,lllll,0
Caracteres Repetidos,pppppppppp,pppppppppp,0
Caracteres Repetidos,aaaa,aaaa,0
Caracteres Repetidos,uuuuuuuu,uuuuuuuu,0
Caracteres Repetidos,fffff,fffff,0
Caracteres Repetidos,ooooooooo,ooooooooo,0
Caracteres Repetidos,lll,lll,0
Caracteres Repetidos,sssssssss,sssssssss,0
Caracteres Repetidos,y,y,0
Caracteres Repetidos,cccc,cccc,0
Caracteres Repetidos,llll,llll,0
Caracteres Repetidos,nnnnn,nnnnn,0
Caracteres Repetidos,llll,llll,0
Caracteres Repetidos,n,n,0
Caracteres Repetidos,llll,llll,0
Caracteres Repetidos,nnn,nnn,0
Caracteres Repetidos,vvvvv,vvvvv,0
Caracteres Repetidos,sssss,sssss,0
Caracteres Repetidos,mmmmmmmmmm,mmmmmmmmmm,0
Caracteres Repetidos,vvvvvvv,vvvvvvv,0
Caracteres Repetidos,kkkkk,kkkkk,0
Caracteres Repetidos,h,h,0
Caracteres Repetidos,ffff,ffff,0
Caracteres Repetidos,vvvvvvvvvv,vvvvvvvvvv,0
Caracteres Repetidos,jjjjjjjjj,jjjjjjjjj,0
Caracteres Repetidos,gggggg,gggggg,0
Caracteres Repetidos,ff,ff,0
Caracteres Repetidos,qqqqqq,qqqqqq,0
Caracteres Repetidos,l,l,0
Caracteres Repetidos,ffff,ffff,0
Caracteres Repetidos,nnnnnn,nnnnnn,0
Caracteres Repetidos,iiiii,iiiii,0
Caracteres Repetidos,ooooooooo,ooooooooo,0
Caracteres Repetidos,jjjjjjjjj,jjjjjjjjj,0
Caracteres Repetidos,fffff,fffff,0
Caracteres Repetidos,gggg,gggg,0
Caracteres Repetidos,wwwwwww,wwwwwww,0
Caracteres Repetidos,nnnnn,nnnnn,0
Caracteres Repetidos,jjjjjjjjj,jjjjjjjjj,0
Caracteres Repetidos,ww,ww,0
Caracteres Repetidos,uuuuuuuuuu,uuuuuuuuuu,0
Caracteres Repetidos,yyyyyyyyyy,yyyyyyyyyy,0
Caracteres Repetidos,nnnnnnnnnn,nnnnnnnnnn,0
Caracteres Repetidos,jjjjjjjjj,jjjjjjjjj,0
Caracteres Repetidos,hhh,hhh,0
Caracteres Repetidos,ooooooo,ooooooo,0
Caracteres Repetidos,rrrr,rrrr,0
Caracteres Repetidos,oooo,oooo,0
Caracteres Repetidos,r,r,0
Caracteres Repetidos,ooooo,ooooo,0
Caracteres Repetidos,bbbbbbbbbb,bbbbbbbbbb,0
Caracteres Repetidos,w,w,0
Caracteres Repetidos,c,c,0
Caracteres Repetidos,ggg,ggg,0
Caracteres Repetidos,ccccccc,ccccccc,0
Caracteres Repetidos,rrrrrrrrrr,rrrrrrrrrr,0
Caracteres Repetidos,mm,mm,0
Caracteres Repetidos,ooooo,ooooo,0
Caracteres Repetidos,llllllllll,llllllllll,0
Caracteres Repetidos,fffffffff,fffffffff,0
Caracteres Repetidos,ooooo,ooooo,0
Caracteres Repetidos,p,p,0
Caracteres Repetidos,yyyyyyyyy,yyyyyyyyy,0
Caracteres Repetidos,eeeeeeeee,eeeeeeeee,0
Caracteres Repetidos,jjjjjjjjjj,jjjjjjjjjj,0
Caracteres Repetidos,rr,rr,0
Caracteres Repetidos,pppppp,pppppp,0
Caracteres Repetidos,qqqqqqqq,qqqqqqqq,0
Caracteres Repetidos,aaaaa,aaaaa,0
Caracteres Repetidos,eeeeeee,eeeeeee,0
Caracteres Repetidos,ffff,ffff,0
Caracteres Repetidos,mmmmm,mmmmm,0
Caracteres Repetidos,jjjjjj,jjjjjj,0
Caracteres Repetidos,eeeeeee,eeeeeee,0
Caracteres Repetidos,ssssssss,ssssssss,0
Caracteres Repetidos,p,p,0
Caracteres Repetidos,wwwwwww,wwwwwww,0
Caracteres Repetidos,bbbbbbbb,bbbbbbbb,0
Caracteres Repetidos,mmmm,mmmm,0
Caracteres Repetidos,s,s,0
Caracteres Repetidos,iiiiiii,iiiiiii,0
Caracteres Repetidos,aaaaaaaaaa,aaaaaaaaaa,0
Caracteres Repetidos,jjjjj,jjjjj,0
Caracteres Repetidos,wwwwww,wwwwww,0
Caracteres Repetidos,ddddd,ddddd,0
Caracteres Repetidos,mmmmmmmm,mmmmmmmm,0
Caracteres Repetidos,ooooooo,ooooooo,0
Caracteres Repetidos,jj,jj,0
Caracteres Repetidos,qqqqqq,qqqqqq,0
Caracteres Repetidos,f,f,0
Caracteres Repetidos,yyyyyyyyyy,yyyyyyyyyy,0
Caracteres Repetidos,oooooooooo,oooooooooo,0
Caracteres Repetidos,llllllll,llllllll,0
Caracteres Repetidos,b,b,0
Caracteres Repetidos,sss,sss,0
Caracteres Repetidos,qqqqqq,qqqqqq,0
Caracteres Repetidos,zzzzzzzzz,zzzzzzzzz,0
Caracteres Repetidos,nnnnn,nnnnn,0
Caracteres Repetidos,rrrrrrr,rrrrrrr,0
Caracteres Repetidos,yyyyyy,yyyyyy,0
Caracteres Repetidos,vvv,vvv,0
Caracteres Repetidos,eeeee,eeeee,0
Caracteres Repetidos,qqqqqqqq,qqqqqqqq,0
Caracteres Repetidos,xxxxx,xxxxx,0
Caracteres Repetidos,uuuuuuuuuu,uuuuuuuuuu,0
Caracteres Repetidos,bbbbbbb,bbbbbbb,0
Caracteres Repetidos,vvvvvvvv,vvvvvvvv,0
Caracteres Repetidos,bbbbbbbbb,bbbbbbbbb,0
Caracteres Repetidos,ccccc,ccccc,0
Caracteres Repetidos,yyyyyy,yyyyyy,0
Caracteres Repetidos,jjj,jjj,0
Caracteres Repetidos,cccccccc,cccccccc,0
Caracteres Repetidos,rrrrrr,rrrrrr,0
Caracteres Repetidos,jjj,jjj,0
Caracteres Repetidos,n,n,0
Caracteres Repetidos,mmm,mmm,0
Caracteres Repetidos,kkkk,kkkk,0
Caracteres Repetidos,bbbbb,bbbbb,0
Caracteres Repetidos,f,f,0
Caracteres Repetidos,rrrrrrr,rrrrrrr,0
Caracteres Repetidos,yy,yy,0
Caracteres Repetidos,bbbbbbbb,bbbbbbbb,0
Caracteres Repetidos,uuu,uuu,0
Caracteres Repetidos,pppp,pppp,0
Caracteres Repetidos,qqqqqqqqqq,qqqqqqqqqq,0
Caracteres Repetidos,nnnnnnnnn,nnnnnnnnn,0
Caracteres Repetidos,uuuuuuu,uuuuuuu,0
Caracteres Repetidos,jjjjjjjjjj,jjjjjjjjjj,0
Caracteres Repetidos,vv,vv,0
Caracteres Repetidos,xxxxxxx,xxxxxxx,0
Caracteres Repetidos,eeee,eeee,0
Caracteres Repetidos,xxxxx,xxxxx,0
Caracteres Repetidos,hhhhhh,hhhhhh,0
Caracteres Repetidos,ssssss,ssssss,0
Caracteres Repetidos,yyyy,yyyy,0
Caracteres Repetidos,mmmmmm,mmmmmm,0
Caracteres Repetidos,zzzzz,zzzzz,0
Caracteres Repetidos,tt,tt,0
Caracteres Repetidos,pppppp,pppppp,0
Caracteres Repetidos,vvvvvvvvvv,vvvvvvvvvv,0
Caracteres Repetidos,kkkk,kkkk,0
Caracteres Repetidos,tttttttt,tttttttt,0
Caracteres Repetidos,t,t,0
Caracteres Repetidos,gg,gg,0
Caracteres Repetidos,hhhhhh,hhhhhh,0
Caracteres Repetidos,wwwwwwwwww,wwwwwwwwww,0
Caracteres Repetidos,r,r,0
Caracteres Repetidos,dddddddddd,dddddddddd,0
Caracteres Repetidos,aaa,aaa,0
Caracteres Repetidos,aaaa,aaaa,0
Caracteres Repetidos,vvvv,vvvv,0
Caracteres Repetidos,eeeeeeeeee,eeeeeeeeee,0
Caracteres Repetidos,kkkkkkk,kkkkkkk,0
Caracteres Repetidos,kk,kk,0
Caracteres Repetidos,yy,yy,0
Caracteres Repetidos,yyyyyyy,yyyyyyy,0
Caracteres Repetidos,vv,vv,0
Caracteres Repetidos,ppp,ppp,0
Caracteres Repetidos,zz,zz,0
Caracteres Repetidos,c,c,0
Caracteres Repetidos,www,www,0
Caracteres Repetidos,ggg,ggg,0
Caracteres Repetidos,xxxx,xxxx,0
Caracteres Repetidos,vvvvvvvv,vvvvvvvv,0
Caracteres Repetidos,iiiiii,iiiiii,0
Caracteres Repetidos,mmmm,mmmm,0
Caracteres Repetidos,e,e,0
Caracteres Repetidos,mmmmmm,mmmmmm,0
Caracteres Repetidos,qqqqqqqq,qqqqqqqq,0
Caracteres Repetidos,nnn,nnn,0
Caracteres Repetidos,ddddddddd,ddddddddd,0
Caracteres Repetidos,hhhhh,hhhhh,0
Caracteres Repetidos,kk,kk,0
Caracteres Repetidos,zzzzzzzz,zzzzzzzz,0
Caracteres Repetidos,kkkkk,kkkkk,0
Caracteres Repetidos,fffffffff,fffffffff,0
Caracteres Repetidos,z,z,0
Caracteres Repetidos,jjjjjjjjjj,jjjjjjjjjj,0
Caracteres Repetidos,rrr,rrr,0
Caracteres Repetidos,oooooooo,oooooooo,0
Caracteres Repetidos,h,h,0
Caracteres Repetidos,iii,iii,0
Caracteres Repetidos,vvvvvvvv,vvvvvvvv,0
Caracteres Repetidos,oooooooooo,oooooooooo,0
Caracteres Repetidos,nnn,nnn,0
Caracteres Repetidos,vvvvvvvvvv,vvvvvvvvvv,0
Caracteres Repetidos,aaaaaaaaa,aaaaaaaaa,0
Caracteres Repetidos,ggggggggg,ggggggggg,0
Caracteres Repetidos,xxx,xxx,0
Caracteres Repetidos,ffff,ffff,0
Caracteres Repetidos,u,u,0
Caracteres Repetidos,dddd,dddd,0
Caracteres Repetidos,uuuuuuuuu,uuuuuuuuu,0
Caracteres Repetidos,kkkkk,kkkkk,0
Caracteres Repetidos,uuuuuuuuuu,uuuuuuuuuu,0
Caracteres Repetidos,jj,jj,0
Caracteres Repetidos,ooooooooo,ooooooooo,0
Caracteres Repetidos,uuuuu,uuuuu,0
Caracteres Repetidos,lllll,lllll,0
Caracteres Repetidos,ggggggggg,ggggggggg,0
Caracteres Repetidos,ooo,ooo,0
Caracteres Repetidos,wwwwwwww,wwwwwwww,0
Caracteres Repetidos,xxxxxxxxx,xxxxxxxxx,0
Caracteres Repetidos,yyy,yyy,0
Caracteres Repetidos,yyyyyyyy,yyyyyyyy,0
Caracteres Repetidos,uuuuuuu,uuuuuuu,0
Caracteres Repetidos,nn,nn,0
Caracteres Repetidos,xxx,xxx,0
Caracteres Repetidos,nnnnnnn,nnnnnnn,0
Caracteres Repetidos,ssssssssss,ssssssssss,0
Caracteres Repetidos,jjjjjjjjjj,jjjjjjjjjj,0
Caracteres Repetidos,wwwww,wwwww,0
Caracteres Repetidos,nnnnnnnnnn,nnnnnnnnnn,0
Caracteres Repetidos,aaaaaaaa,aaaaaaaa,0
Caracteres Repetidos,jjjjjj,jjjjjj,0
Caracteres Repetidos,iiiiiii,iiiiiii,0
Caracteres Repetidos,llllllllll,llllllllll,0
Caracteres Repetidos,aaaaaaaaaa,aaaaaaaaaa,0
Caracteres Repetidos,wwwwwwwwww,wwwwwwwwww,0
Caracteres Repetidos,iiiiii,iiiiii,0
Caracteres Repetidos,kkkk,kkkk,0
Caracteres Repetidos,oooooooo,oooooooo,0
Caracteres Repetidos,hhhhhhh,hhhhhhh,0
Caracteres Repetidos,hhhhhhhhh,hhhhhhhhh,0
Caracteres Repetidos,vvvvvv,vvvvvv,0
Caracteres Repetidos,pppppp,pppppp,0
Caracteres Repetidos,xxxxx,xxxxx,0
Caracteres Repetidos,zzzzz,zzzzz,0
Caracteres Repetidos,uu,uu,0
Caracteres Repetidos,wwww,wwww,0
Caracteres Repetidos,lllllllll,lllllllll,0
Caracteres Repetidos,iiiiii,iiiiii,0
Caracteres Repetidos,wwwwwwwwww,wwwwwwwwww,0
Caracteres Repetidos,iiiiii,iiiiii,0
Caracteres Repetidos,kkkkkkkkk,kkkkkkkkk,0
Caracteres Repetidos,gggg,gggg,0
Caracteres Repetidos,gggggggg,gggggggg,0
Caracteres Repetidos,qqqqqqq,qqqqqqq,0
Caracteres Repetidos,ddddddd,ddddddd,0
Caracteres Repetidos,nnnn,nnnn,0
Caracteres Repetidos,jjjjjjjjj,jjjjjjjjj,0
Caracteres Repetidos,ooooo,ooooo,0
Caracteres Repetidos,bbbbbbbb,bbbbbbbb,0
Caracteres Repetidos,uuuuu,uuuuu,0
Caracteres Repetidos,aaaaaaaaaa,aaaaaaaaaa,0
Caracteres Repetidos,uuuu,uuuu,0
Caracteres Repetidos,n,n,0
Caracteres Repetidos,uuuuuuuuuu,uuuuuuuuuu,0
Caracteres Repetidos,lll,lll,0
Caracteres Repetidos,kkk,kkk,0
Caracteres Repetidos,kkkkkkkkk,kkkkkkkkk,0
Caracteres Repetidos,b,b,0
Caracteres Repetidos,jjjjjjjj,jjjjjjjj,0
Caracteres Repetidos,wwwwwwww,wwwwwwww,0
Caracteres Repetidos,ffffff,ffffff,0
Caracteres Repetidos,aaa,aaa,0
Caracteres Repetidos,xxxxx,xxxxx,0
Caracteres Repetidos,xxxxx,xxxxx,0
Caracteres Repetidos,ff,ff,0
Caracteres Repetidos,ii,ii,0
Caracteres Repetidos,gggg,gggg,0
Caracteres Repetidos,u,u,0
Caracteres Repetidos,kk,kk,0
Caracteres Repetidos,x,x,0
Caracteres Repetidos,vvv,vvv,0
Caracteres Repetidos,cccccccccc,cccccccccc,0
Caracteres Repetidos,vvvvv,vvvvv,0
Caracteres Repetidos,ppppppp,ppppppp,0
Caracteres Repetidos,gggggggggg,gggggggggg,0
Caracteres Repetidos,ooooo,ooooo,0
Caracteres Repetidos,dddd,dddd,0
Caracteres Repetidos,hhhhhhh,hhhhhhh,0
Caracteres Repetidos,mmmmmmm,mmmmmmm,0
Caracteres Repetidos,uuuuuuu,uuuuuuu,0
Caracteres Repetidos,lllllllll,lllllllll,0
Caracteres Repetidos,ooo,ooo,0
Caracteres Repetidos,sssssssss,sssssssss,0
Caracteres Repetidos,yyyyy,yyyyy,0
Caracteres Repetidos,e,e,0
Caracteres Repetidos,kkkkkkkkkk,kkkkkkkkkk,0
Caracteres Repetidos,kkkkk,kkkkk,0
Caracteres Repetidos,hh,hh,0
Caracteres Repetidos,lllll,lllll,0
Caracteres Repetidos,wwwwwwww,wwwwwwww,0
Caracteres Repetidos,mmmmmmmmm,mmmmmmmmm,0
Caracteres Repetidos,vvvvvvvvv,vvvvvvvvv,0
Caracteres Repetidos,ssssssss,ssssssss,0
Caracteres Repetidos,l,l,0
Caracteres Repetidos,rrrrrrrrrr,rrrrrrrrrr,0
Caracteres Repetidos,qqqqqqqqq,qqqqqqqqq,0
Caracteres Repetidos,bb,bb,0
Caracteres Repetidos,wwwww,wwwww,0
Caracteres Repetidos,yyyyyyyy,yyyyyyyy,0
Caracteres Repetidos,qqqqqqqqq,qqqqqqqqq,0
Caracteres Repetidos,zzz,zzz,0
Caracteres Repetidos,jjjjjjjjj,jjjjjjjjj,0
Caracteres Repetidos,ss,ss,0
Caracteres Repetidos,e,e,0
Caracteres Repetidos,uuuuuuuuuu,uuuuuuuuuu,0
Caracteres Repetidos,zz,zz,0
Caracteres Repetidos,tt,tt,0
Caracteres Repetidos,nnnn,nnnn,0
Caracteres Repetidos,ccccccccc,ccccccccc,0
Caracteres Repetidos,qqqqqqqqq,qqqqqqqqq,0
Caracteres Repetidos,uuuuuuu,uuuuuuu,0
Caracteres Repetidos,u,u,0
Caracteres Repetidos,sssssss,sssssss,0
Caracteres Repetidos,www,www,0
Caracteres Repetidos,bbbbbbbb,bbbbbbbb,0
Caracteres Repetidos,ffff,ffff,0
Caracteres Repetidos,sssss,sssss,0
Caracteres Repetidos,vvvv,vvvv,0
Caracteres Repetidos,nnnnnnn,nnnnnnn,0
Caracteres Repetidos,hhhhhhhhhh,hhhhhhhhhh,0
Caracteres Repetidos,dddddd,dddddd,0
Caracteres Repetidos,yy,yy,0
Caracteres Repetidos,ww,ww,0
Caracteres Repetidos,kk,kk,0
Caracteres Repetidos,vvvvvvvvvv,vvvvvvvvvv,0
Caracteres Repetidos,yyyyyyyyyy,yyyyyyyyyy,0
Caracteres Repetidos,wwwwwwww,wwwwwwww,0
Caracteres Repetidos,dddddddddd,dddddddddd,0
Caracteres Repetidos,ee,ee,0
Caracteres Repetidos,nnn,nnn,0
Caracteres Repetidos,l,l,0
Caracteres Repetidos,iiiiiii,iiiiiii,0
Caracteres Repetidos,jjj,jjj,0
Caracteres Repetidos,mm,mm,0
Caracteres Repetidos,xxxxxxx,xxxxxxx,0
Caracteres Repetidos,uuuu,uuuu,0
Caracteres Repetidos,oooooooooo,oooooooooo,0
Caracteres Repetidos,dd,dd,0
Caracteres Repetidos,pppppppp,pppppppp,0
Caracteres Repetidos,xxxxxxxxxx,xxxxxxxxxx,0
Caracteres Repetidos,ppppppppp,ppppppppp,0
Caracteres Repetidos,jjj,jjj,0
Caracteres Repetidos,iiiiiii,iiiiiii,0
Caracteres Repetidos,bbbb,bbbb,0
Caracteres Repetidos,aaaaaa,aaaaaa,0
Caracteres Repetidos,sssss,sssss,0
Caracteres Repetidos,kkkk,kkkk,0
Caracteres Repetidos,ooooooo,ooooooo,0
Caracteres Repetidos,bbbbbbbbb,bbbbbbbbb,0
Caracteres Repetidos,u,u,0
Caracteres Repetidos,zzzzzzzzzz,zzzzzzzzzz,0
Caracteres Repetidos,kkk,kkk,0
Caracteres Repetidos,l,l,0
Caracteres Repetidos,ooooo,ooooo,0
Caracteres Repetidos,gggggggggg,gggggggggg,0
Caracteres Repetidos,y,y,0
Caracteres Repetidos,rrrr,rrrr,0
Caracteres Repetidos,iiiiiiiiii,iiiiiiiiii,0
Caracteres Repetidos,kkkkkkkkkk,kkkkkkkkkk,0
Caracteres Repetidos,nn,nn,0
Caracteres Repetidos,oooooooooo,oooooooooo,0
Caracteres Repetidos,rrrrrrrrr,rrrrrrrrr,0
Caracteres Repetidos,y,y,0
Caracteres Repetidos,wwww,wwww,0
Caracteres Repetidos,uuuu,uuuu,0
Caracteres Repetidos,lllllllll,lllllllll,0
Caracteres Repetidos,tttttttttt,tttttttttt,0
Caracteres Repetidos,s,s,0
Caracteres Repetidos,zzz,zzz,0
Caracteres Repetidos,uuu,uuu,0
Caracteres Repetidos,qqq,qqq,0
Caracteres Repetidos,jjjjjjj,jjjjjjj,0
Caracteres Repetidos,yyyyy,yyyyy,0
Caracteres Repetidos,jjjjjjjjj,jjjjjjjjj,0
Caracteres Repetidos,cc,cc,0
Caracteres Repetidos,uuuuuuu,uuuuuuu,0
Caracteres Repetidos,nnn,nnn,0
Caracteres Repetidos,vvv,vvv,0
Caracteres Repetidos,zzzzzzz,zzzzzzz,0
Caracteres Repetidos,m,m,0
Caracteres Repetidos,ccccccccc,ccccccccc,0
Caracteres Repetidos,uuuuuuuu,uuuuuuuu,0
Caracteres Repetidos,mmmmmm,mmmmmm,0
Caracteres Repetidos,zzzzzzzzzz,zzzzzzzzzz,0
Caracteres Repetidos,gggg,gggg,0
Caracteres Repetidos,vvvvvvvvvv,vvvvvvvvvv,0
Caracteres Repetidos,k,k,0
Caracteres Repetidos,eeeeeeee,eeeeeeee,0
Caracteres Repetidos,ggggggggg,ggggggggg,0
Caracteres Repetidos,ppppp,ppppp,0
Caracteres Repetidos,nnnnn,nnnnn,0
Caracteres Repetidos,nnn,nnn,0
Caracteres Repetidos,zzzz,zzzz,0
Caracteres Repetidos,ww,ww,0
Caracteres Repetidos,uuuuuu,uuuuuu,0
Caracteres Repetidos,dddddd,dddddd,0
Caracteres Repetidos,ssss,ssss,0
Caracteres Repetidos,yyyyyyyyyy,yyyyyyyyyy,0
Caracteres Repetidos,zzzzz,zzzzz,0
Caracteres Repetidos,bbbbbbb,bbbbbbb,0
Caracteres Repetidos,eeeeeeee,eeeeeeee,0
Caracteres Repetidos,bbbbb,bbbbb,0
Caracteres Repetidos,zzzzzzzz,zzzzzzzz,0
Caracteres Repetidos,xxxxxxxx,xxxxxxxx,0
Caracteres Repetidos,fffff,fffff,0
Caracteres Repetidos,jjjjj,jjjjj,0
Caracteres Repetidos,llllllllll,llllllllll,0
Caracteres Repetidos,xxxxxx,xxxxxx,0
Caracteres Repetidos,aaaaaa,aaaaaa,0
Caracteres Repetidos,lllll,lllll,0
Caracteres Repetidos,qqqqqqqqq,qqqqqqqqq,0
Caracteres Repetidos,eeeeeeee,eeeeeeee,0
Caracteres Repetidos,qqqqqqqqq,qqqqqqqqq,0
Caracteres Repetidos,t,t,0
Caracteres Repetidos,aaaa,aaaa,0
Caracteres Repetidos,aaaaaa,aaaaaa,0
Caracteres Repetidos,i,i,0
Caracteres Repetidos,nnn,nnn,0
Caracteres Repetidos,vvvvvvvvv,vvvvvvvvv,0
Caracteres Repetidos,gggggg,gggggg,0
Caracteres Repetidos,ee,ee,0
Caracteres Repetidos,dddd,dddd,0
Caracteres Repetidos,ssssss,ssssss,0
Caracteres Repetidos,ffffffff,ffffffff,0
Caracteres Repetidos,gggggg,gggggg,0
Caracteres Repetidos,xxxxx,xxxxx,0
Caracteres Repetidos,ccccccccc,ccccccccc,0
Caracteres Repetidos,ffffffffff,ffffffffff,0
Caracteres Repetidos,x,x,0
Caracteres Repetidos,bbbbb,bbbbb,0
Caracteres Repetidos,oo,oo,0
Caracteres Repetidos,yyyyyy,yyyyyy,0
Caracteres Repetidos,fff,fff,0
Caracteres Repetidos,wwwwwwwww,wwwwwwwww,0
Caracteres Repetidos,dddddddddd,dddddddddd,0
Caracteres Repetidos,ffffffff,ffffffff,0
Caracteres Repetidos,sssssss,sssssss,0
Caracteres Repetidos,xxxx,xxxx,0
Caracteres Repetidos,qqqq,qqqq,0
Caracteres Repetidos,rrrrrrrrrr,rrrrrrrrrr,0
Caracteres Repetidos,z,z,0
Caracteres Repetidos,jj,jj,0
Caracteres Repetidos,m,m,0
Caracteres Repetidos,jjjjjjj,jjjjjjj,0
Caracteres Repetidos,c,c,0
Caracteres Repetidos,wwwwwwww,wwwwwwww,0
Caracteres Repetidos,rrrr,rrrr,0
Caracteres Repetidos,oo,oo,0
Caracteres Repetidos,zzzzzz,zzzzzz,0
Caracteres Repetidos,u,u,0
Caracteres Repetidos,qqqqq,qqqqq,0
Caracteres Repetidos,bbbbbbb,bbbbbbb,0
Caracteres Repetidos,uu,uu,0
Caracteres Repetidos,rrr,rrr,0
Caracteres Repetidos,o,o,0
Caracteres Repetidos,g,g,0
Caracteres Repetidos,n,n,0
Caracteres Repetidos,xxxxxxxx,xxxxxxxx,0
Caracteres Repetidos,bbbbbb,bbbbbb,0
Caracteres Repetidos,llllllll,llllllll,0
Caracteres Repetidos,kkkkk,kkkkk,0
Caracteres Repetidos,yyy,yyy,0
Caracteres Repetidos,qqqqqqqqq,qqqqqqqqq,0
Caracteres Repetidos,ddddd,ddddd,0
Caracteres Repetidos,a,a,0
Caracteres Repetidos,ggggggggg,ggggggggg,0
Caracteres Repetidos,wwwwwwwwww,wwwwwwwwww,0
Caracteres Repetidos,ddd,ddd,0
Caracteres Repetidos,kkkkkkk,kkkkkkk,0
Caracteres Repetidos,rr,rr,0
Caracteres Repetidos,bbbbbb,bbbbbb,0
Caracteres Repetidos,rrrrrr,rrrrrr,0
Caracteres Repetidos,hhhhhhh,hhhhhhh,0
Caracteres Repetidos,ssssssssss,ssssssssss,0
Caracteres Repetidos,aaaaa,aaaaa,0
Caracteres Repetidos,bbbbbbb,bbbbbbb,0
Caracteres Repetidos,mmmm,mmmm,0
